gsId,name,type,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,state,lat,lon,phone
8402,Saint Charles Borromeo Academy,private,PK-8,211,4,9,Carlsbad Unified School District,680,0607500,00077368,"2808 Cadiz Street, 
San Diego, CA  92110",San Diego,CA,32.74338,-117.208725,(619) 223-8271
8403,St. Therese Academy,private,K-8,360,4,5,Sacramento City Unified School District,553,0633840,00077379,"6046 Camino Rico, 
San Diego, CA  92120",San Diego,CA,32.794544,-117.06549,(619) 583-6270
8404,School Of The Madeleine,private,K-8,603,4,6,Los Angeles Unified School District,286,0622710,00077404,"1875 Illion Street, 
San Diego, CA  92110",San Diego,CA,32.77942,-117.19915,(619) 276-6545
8406,Our Lady Of Mt. Carmel,private,K-8,274,5,9,Los Angeles Unified School District,286,0622710,A1500440,"4141 Beyer Boulevard, 
San Diego, CA  92173",San Diego,CA,32.55805,-117.04513,(619) 428-2091
8407,Santa Sophia Academy,private,K-8,216,4,10,Pleasant Valley School District,1022,0630990,00077437,"9806 San Juan Street, 
Spring Valley, CA  91977",Spring Valley,CA,32.7487,-116.98705,(619) 463-0488
8408,St. Francis of Assisi School,private,PK-8,298,4,8,Newcastle Elementary School District,501,0627120,00077448,"525 West Vista Way, 
Vista, CA  92083",Vista,CA,33.196247,-117.2535,(760) 630-7960
8409,St. Columba Catholic School,private,PK-8,191,4,8,Newcastle Elementary School District,501,0627120,00077459,"3365 Glencolum Drive, 
San Diego, CA  92123",San Diego,CA,32.80458,-117.13351,(858) 279-1882
8411,St. Apollinaris Elementary School,private,K-8,266,5,8,Newcastle Elementary School District,501,0627120,00077528,"3700 Lassen Street, 
Napa, CA  94558",Napa,CA,38.32859,-122.31174,(707) 224-6525
8412,Justin-Siena High School,private,9-12,660,4,8,Los Angeles Unified School District,286,0622710,00077539,"4026 Maher Street, 
Napa, CA  94558",Napa,CA,38.330917,-122.32118,(707) 255-0950
8413,St. John the Baptist Catholic School,private,K-9,210,5,5,Sacramento City Unified School District,553,0633840,00077561,"217 Fitch Street, 
Healdsburg, CA  95448",Healdsburg,CA,38.61029,-122.8671,(707) 433-2758
8414,St Bernard's Catholic School,private,"PK, 7-12",234,4,8,Newcastle Elementary School District,501,0627120,00077572,"222 Dollison Street, 
Eureka, CA  95501",Eureka,CA,40.7836,-124.16784,(707) 443-2735
8415,St. Joseph Elementary School,private,K-8,337,1,5,Sacramento City Unified School District,553,0633840,00077583,"330 E St, 
Crescent City, CA  95531",Crescent City,CA,41.750984,-124.20076,(707) 464-3477
8416,St Mary's Catholic School,private,PK-8,340,5,8,Newcastle Elementary School District,501,0627120,00077594,"1730 Janes Road, 
Arcata, CA  95521",Arcata,CA,40.879406,-124.09986,(707) 822-3877
8418,St. Mary Of The Angels,private,K-8,201,4,5,Sacramento City Unified School District,553,0633840,00077619,"991 South Dora Street, 
Ukiah, CA  95482",Ukiah,CA,39.139267,-123.209335,(707) 462-3888
8419,St. Helena Catholic School,private,PK-8,84,5,8,Newcastle Elementary School District,501,0627120,00077641,"1255 Oak Street, 
St. Helena, CA  94574",St. Helena,CA,38.503105,-122.46979,(707) 963-4677
8420,St. Francis Solano,private,K-8,177,4,8,Newcastle Elementary School District,501,0627120,00077652,"342 West Napa Street, 
Sonoma, CA  95476",Sonoma,CA,38.293163,-122.464195,(707) 996-4994
8421,Archbishop Hanna High School,private,8-12,100,4,8,Northern Humboldt Union High School District,155,0603030,00077663,"17000 Arnold Drive, 
Sonoma, CA  95476",Sonoma,CA,38.319412,-122.504005,(707) 933-2504
8422,Ursuline High School,private,9-12,511,4,4,San Bernardino City Unified School District,617,0634170,00077674,"90 Ursuline Road, 
Santa Rosa, CA  95403",Santa Rosa,CA,38.4949,-122.742,(707) 524-1130
8423,St. Rose,private,K-8,310,4,5,Sacramento City Unified School District,553,0633840,00077685,"4300 Old Redwood Highway, 
Santa Rosa, CA  95403",Santa Rosa,CA,38.4932,-122.740616,(707) 545-0379
8424,St. Eugene Cathedral School,private,K-8,311,4,8,Newcastle Elementary School District,501,0627120,00077696,"300 Farmers Lane, 
Santa Rosa, CA  95405",Santa Rosa,CA,38.44841,-122.68768,(707) 545-7252
8425,Cardinal Newman High School,private,9-12,608,5,7,Cardiff Elementary School District,675,0607470,00077721,"50 Ursuline Road, 
Santa Rosa, CA  95403",Santa Rosa,CA,38.49258,-122.74055,(707) 546-6470
8426,St. Vincent De Paul High School,private,9-12,295,5,5,Sacramento City Unified School District,553,0633840,00077732,"849 Keokuk Street, 
Petaluma, CA  94952",Petaluma,CA,38.243587,-122.65055,(707) 763-1032
8427,St. Vincent De Paul Elementary School,private,K-8,220,4,5,Sacramento City Unified School District,553,0633840,00077743,"Union And Howard Streets, 
Petaluma, CA  94952",Petaluma,CA,38.23473,-122.64669,(707) 762-6426
8428,St. Anne Elementary School,private,K-8,219,4,8,Newcastle Elementary School District,501,0627120,00077776,"200 South Pleasant Avenue, 
Lodi, CA  95240",Lodi,CA,38.131443,-121.27557,(209) 333-7580
8429,St. Anthony Of Padua,private,K-8,308,5,8,Newcastle Elementary School District,501,0627120,00077787,"323 North Fremont Avenue, 
Manteca, CA  95336",Manteca,CA,37.80187,-121.2105,(209) 823-4513
8430,Central Catholic High School,private,9-12,372,4,2,North Monterey County Unified School District,388,0627590,00077798,"200 South Carpenter Road, 
Modesto, CA  95351",Modesto,CA,37.636375,-121.02985,(209) 524-9611
8431,Our Lady Of Fatima,private,K-8,229,4,9,Los Angeles Unified School District,286,0622710,00077801,"501 West Granger Avenue, 
Modesto, CA  95350",Modesto,CA,37.667423,-121.000175,(209) 524-4170
8432,St. Stanislaus Parish School,private,K-8,248,4,5,Sacramento City Unified School District,553,0633840,00077812,"1416 Maze Boulevard, 
Modesto, CA  95351",Modesto,CA,37.638184,-121.02873,(209) 524-9036
8433,Presentation Elementary School,private,K-8,266,4,5,Stanislaus Union Elementary School District,898,0637950,00077834,"1635 West Benjamin Holt Drive, 
Stockton, CA  95207",Stockton,CA,38.008034,-121.33224,(209) 472-2140
8434,St George Parish School,private,K-8,75,4,8,Newcastle Elementary School District,501,0627120,00077845,"144 West 5th Street, 
Stockton, CA  95206",Stockton,CA,37.932083,-121.28746,(209) 463-1540
8436,Saint Mary's High School,private,9-12,885,5,8,Saint Helena Unified School District,451,0637830,00077867,"5648 North El Dorado Street, 
Stockton, CA  95207",Stockton,CA,38.00454,-121.30452,(209) 957-3340
8437,St. Bernard's Catholic Elementary School,private,K-8,255,4,8,Newcastle Elementary School District,501,0627120,00077889,"165 West Eaton Avenue, 
Tracy, CA  95376",Tracy,CA,37.743645,-121.42887,(209) 835-8018
8438,Sacred Heart School,private,K-8,192,5,8,Washington Unified School District,1039,0641580,00077903,"1225 Cooper Avenue, 
Turlock, CA  95380",Turlock,CA,37.498215,-120.8379,(209) 634-7787
8439,St. Luke School,private,K-8,240,5,5,Sacramento City Unified School District,553,0633840,00077914,"4005 North Sutter Street, 
Stockton, CA  95204",Stockton,CA,37.985577,-121.29765,(209) 464-0801
8441,St. Paul's Episcopal Church,private,K-2,552,5,5,Sacramento City Unified School District,553,0633840,00078339,"3290 Loma Vista Rd, 
Ventura, CA  93003",Ventura,CA,34.275738,-119.25222,(805) 648-5650
8442,Trinity School,private,K-5,149,5,5,Trinity Alps Unified School District,1206,0601331,00078361,"2650 Sand Hill Road, 
Menlo Park, CA  94025",Menlo Park,CA,37.421803,-122.20754,(650) 854-0288
8443,Cathedral School For Boys,private,K-8,263,4,5,Palm Springs Unified School District,529,0629550,00078372,"1275 Sacramento Street, 
San Francisco, CA  94108",San Francisco,CA,37.792393,-122.413895,(415) 771-6600
8444,St. Paul's Episcopal School,private,K-8,350,4,5,Sacramento City Unified School District,553,0633840,00078383,"116 Montecito Avenue, 
Oakland, CA  94610",Oakland,CA,37.811256,-122.259995,(510) 285-9600
8445,St Lukes Anglican School,private,PK-4,26,3,8,Newcastle Elementary School District,501,0627120,00078394,"350 West Yosemite Avenue, 
Merced, CA  95348",Merced,CA,37.33208,-120.47333,(209) 723-3907
8446,"Bishop's School, The",private,6-12,800,3,8,San Luis Coastal Unified School District,776,0634800,00078419,"7607 La Jolla Boulevard, 
San Diego, CA  92037",San Diego,CA,32.84117,-117.278435,(858) 459-4021
8447,Saint John's Episcopal School,private,PK-8,300,4,8,Saint Helena Unified School District,451,0637830,00078441,"760 1st Ave, 
Chula Vista, CA  91910",Chula Vista,CA,32.62737,-117.065575,(619) 422-4141
8449,St. Martin-In-The-Fields Parish School,private,K-8,88,5,5,Sacramento City Unified School District,553,0633840,00078496,"7136 Winnetka Avenue, 
Los Angeles, CA  91306",Los Angeles,CA,34.19997,-118.57069,(818) 340-5144
8451,St. Mark's Elementary School,private,K-8,98,3,5,Sacramento City Unified School District,553,0633840,00078565,"10354 Downey Avenue, 
Downey, CA  90241",Downey,CA,33.949146,-118.126945,(562) 869-7213
8452,St. James Episcopal School,private,PK-6,351,4,5,Sacramento City Unified School District,553,0633840,00078576,"625 S St Andrews Pl, 
Los Angeles, CA  90005",Los Angeles,CA,34.062634,-118.31194,(213) 382-2315
8454,El Rancho School,private,PK-6,95,4,6,El Rancho Unified School District,270,0612180,00078598,"5636 El Camino Ave, 
Carmichael, CA  95609",Carmichael,CA,38.609493,-121.33287,(916) 482-8656
8456,Eldorado Emerson Private School,private,PK-12,188,4,6,Ontario-Montclair School District,612,0628470,00078656,"4100 E Walnut Ave., 
Orange, CA  92869",Orange,CA,33.794113,-117.80947,(714) 633-4774
8457,The Harker School,private,K-12,2040,4,1,Inyo County Office Of Education School District,1097,0691011,00078667,"500 Saratoga Avenue, 
San Jose, CA  95129",San Jose,CA,37.317413,-121.97164,(408) 249-2510
8458,Valley Christian Elementary School,private,K-5,450,4,4,Los Angeles Unified School District,286,0622710,00078678,"1450 Leigh Avenue, 
San Jose, CA  95125",San Jose,CA,37.296806,-121.92217,(408) 559-4400
8459,Hebrew Academy,private,K-12,208,5,6,Heber Elementary School District,165,0616830,00078714,"14401 Willow Lane, 
Huntington Beach, CA  92647",Huntington Beach,CA,33.752975,-118.01944,(714) 898-0051
8460,Agbu Manoogian-Demirdjian,private,K-12,668,4,5,Los Nietos School District,291,0622890,00078736,"6844 Oakdale Avenue, 
Los Angeles, CA  91306",Los Angeles,CA,34.19477,-118.566315,(818) 883-2428
8461,Switzer Learning Center,private,3-12,81,5,6,La Mesa-Spring Valley School District,694,0620250,00078747,"2201 Amapola Court, 
Torrance, CA  90501",Torrance,CA,33.84466,-118.32244,(310) 328-3611
8462,Maimonides Academy,private,K-8,469,3,6,Fallbrook Union Elementary School District,686,0613500,00078758,"310 Huntley Drive, 
Los Angeles, CA  90048",Los Angeles,CA,34.076946,-118.37838,(310) 659-2456
8463,Springall Academy,private,1-12,815,5,8,Rocklin Unified School District,508,0600013,00078838,"6460 Boulder Lake Avenue, 
San Diego, CA  92119",San Diego,CA,32.798954,-117.01864,(619) 460-5090
8467,Montessori In Redlands School,private,K-6,352,4,9,Garvey Elementary School District,275,0614940,00078995,"1890 Orange Avenue, 
Redlands, CA  92373",Redlands,CA,34.05248,-117.21638,(909) 793-6989
8468,Whittier Friends School,private,PK-8,29,4,2,Hemet Unified School District,521,0616920,00079004,"6726 Washington Ave, 
Whittier, CA  90601",Whittier,CA,33.97963,-118.03472,(562) 945-1654
8469,Chico Christian,private,K-8,372,5,5,Chicago Park Elementary School District,452,0608340,00079037,"2801 Notre Dame Boulevard, 
Chico, CA  95928",Chico,CA,39.70743,-121.79039,(530) 879-8989
8470,Oakes Children's Center,private,K-8,18,5,1,Calaveras County Office Of Education School District,1095,0691003,00079081,"1550 Treat Avenue, 
San Francisco, CA  94110",San Francisco,CA,37.74593,-122.41268,(415) 641-8000
8471,Bethel Apostolic Academy,private,K-12,59,3,9,Lammersville Joint Unified School District,1222,0601410,00079106,"1418 West Columbus Street, 
Bakersfield, CA  93301",Bakersfield,CA,35.398983,-119.017075,(661) 323-2851
8473,"Fairmont Private Schools, North Tustin Campus",private,K-8,300,4,10,Placentia-Yorba Linda Unified School District,485,0630660,00079128,"12421 Newport Avenue, 
Santa Ana, CA  92705",Santa Ana,CA,33.755463,-117.80553,(714) 710-8529
8474,Oralingua School North Whittier,private,PK-7,273,5,1,San Juan Unified School District,554,0634620,00079172,"7056 Washington Avenue, 
Whittier, CA  90602",Whittier,CA,33.97761,-118.0347,(562) 945-8391
8477,Patten Academy Of Christian Education,private,K-12,110,4,6,Jurupa Unified School District,522,0619260,00079296,"2430 Coolidge Avenue, 
Oakland, CA  94601",Oakland,CA,37.786083,-122.21875,(510) 533-3121
8478,Junior Blind Of America,private,K-12,53,4,10,Roseville City Elementary School District,506,0633600,A0700202,"5300 Angeles Vista Boulevard, 
Los Angeles, CA  90043",Los Angeles,CA,33.994328,-118.34353,(323) 295-4555
8479,Bell Gardens Christian Elementary School,private,K-8,49,4,4,Montebello Unified School District,299,0625470,00079343,"6262 Gage Avenue, 
Bell Gardens, CA  90201",Bell Gardens,CA,33.97348,-118.15103,(323) 773-3968
8480,Berkeley Hall School,private,K-8,265,4,8,Berkeley Unified School District,3,0604740,00079365,"16000 Mulholland Drive, 
Los Angeles, CA  90049",Los Angeles,CA,34.12824,-118.48339,(310) 476-6421
8481,Christian New Life Academy,private,K-8,51,4,3,Oxnard School District,1021,0629220,00079376,"1517 East Alondra Boulevard, 
Compton, CA  90221",Compton,CA,33.88868,-118.205894,(310) 763-7184
8482,Speech And Language Development Center,private,K-12,52,5,1,Mariposa County Office Of Education School District,1091,0691090,00079387,"8699 Holder Street, 
Buena Park, CA  90620",Buena Park,CA,33.836903,-118.02084,(714) 821-3620
8483,"Buckley School, The",private,K-12,805,4,4,Gateway Unified School District,729,0614950,00079398,"3900 Stansbury Avenue, 
Los Angeles, CA  91423",Los Angeles,CA,34.139717,-118.443726,(818) 783-1610
8484,Riverside Christian Schools,private,PK-12,326,4,7,Riverside Unified School District,532,0633150,00079434,"3532 Monroe Street, 
Riverside, CA  92504",Riverside,CA,33.924297,-117.429535,(951) 687-0077
8485,Alameda Christian School,private,K-8,30,5,2,Alameda Unified School District,1,0601770,00079445,"2226 Pacific Avenue, 
Alameda, CA  94501",Alameda,CA,37.768845,-122.24388,(510) 523-1000
8487,Gloria Dei Lutheran School,private,PK-8,15,5,2,Visalia Unified School District,992,0641160,00079478,"2600 Ralston Avenue, 
Belmont, CA  94002",Belmont,CA,37.513138,-122.3095,(650) 593-3361
8489,Live Oak School,private,K-8,336,5,5,Tulare City School District,986,0639870,00079514,"1555 Mariposa Street, 
San Francisco, CA  94107",San Francisco,CA,37.76354,-122.39906,(415) 861-8840
8490,"San Francisco School, The",private,K-8,281,5,6,San Francisco Unified School District,717,0634410,00079525,"300 Gaven Street, 
San Francisco, CA  94134",San Francisco,CA,37.73278,-122.4117,(415) 239-5065
8491,Salinas Christian Schools,private,K-8,155,4,6,Salinas Union High School District,398,0633980,00079671,"345 East Alvin Drive, 
Salinas, CA  93906",Salinas,CA,36.70773,-121.64415,(831) 449-5421
8492,Poseidon School,private,9-12,88,4,9,South Monterey County Joint Union High School District,383,0619650,00079693,"11811 W Pico Blvd, 
Los Angeles, CA  90064",Los Angeles,CA,34.030365,-118.448204,(310) 477-1268
8493,Westview School,private,6-12,94,4,10,Poway Unified School District,699,0631530,00079707,"11801 Mississippi Avenue, 
Los Angeles, CA  90025",Los Angeles,CA,34.034508,-118.451355,(310) 478-5544
8494,Dubnoff Center For Child Development,private,5-12,70,5,10,Dublin Unified School District,6,0600019,00079729,"15314 Rayen Street, 
Los Angeles, CA  91343",Los Angeles,CA,34.23167,-118.46616,(818) 893-4750
8495,Mardan School Of Educational Therapy,private,K-12,51,4,6,Marcum-Illinois Union Elementary School District,910,0623800,00079751,"1 Osborn Street, 
Irvine, CA  92604",Irvine,CA,33.67471,-117.79108,(949) 733-1500
8496,Tecate Christian,private,1-7,529,4,3,Stockton Unified School District,759,0638010,00079853,"23945 Tecate Mission Road, 
Tecate, CA  91980",Tecate,CA,32.578037,-116.63039,(619) 468-3355
8497,South Hills Academy,private,PK-12,276,4,10,Torrance Unified School District,318,0639420,00079864,"1600 East Francisquito Avenue, 
West Covina, CA  91791",West Covina,CA,34.049576,-117.91199,(626) 919-2000
8498,Lampson Grove Day,private,K-5,842,5,4,Orange Unified School District,484,0628650,00079875,"8101 Lampson Avenue, 
Garden Grove, CA  92841",Garden Grove,CA,33.781605,-117.9908,(714) 893-5330
8500,Arrow Montessori School Of San Dimas,private,K-8,126,4,7,Charter Oak Unified School District,264,0608190,00079922,"818 West Gladstone Street, 
San Dimas, CA  91773",San Dimas,CA,34.11347,-117.82322,(909) 599-0025
8502,Nazarene Christian School,private,PK-8,54,4,5,Folsom-Cordova Unified School District,544,0613890,00079966,"15014 Studebaker Rd, 
Norwalk, CA  90650",Norwalk,CA,33.893883,-118.09949,(562) 863-1738
8504,Maywood Christian School,private,K-12,51,4,3,Los Angeles Unified School District,286,0622710,00079988,"3759 East 57th Street, 
Maywood, CA  90270",Maywood,CA,33.990852,-118.19644,(323) 585-3167
8505,Grand Avenue Christian School,private,PK-6,1083,4,8,East Whittier City Elementary School District,274,0611850,00080031,"2121 North Grand Avenue, 
Santa Ana, CA  92705",Santa Ana,CA,33.764675,-117.85112,(714) 547-5039
8508,Warren-Walker School,private,PK-8,436,5,7,Roseville City Elementary School District,506,0633600,00080075,"4605 Point Loma Avenue, 
San Diego, CA  92107",San Diego,CA,32.734264,-117.25174,(619) 223-3663
8512,Southwestern Academy,private,6-12,154,4,4,Sweetwater Union High School District,710,0638640,00080155,"2800 Monterey Road, 
San Marino, CA  91108",San Marino,CA,34.11513,-118.13225,(626) 799-5010
8513,Armenian Mesrobian,private,K-12,215,4,3,Moreno Valley Unified School District,525,0625800,00080166,"8420 Beverly Road, 
Pico Rivera, CA  90660",Pico Rivera,CA,34.011097,-118.09066,(323) 723-3181
8515,Valley Christian Elementary School,private,K-5,450,4,4,Los Angeles Unified School District,286,0622710,00080257,"7500 Inspiration Drive, 
Dublin, CA  94568",Dublin,CA,37.702232,-121.95373,(925) 560-6270
8516,Alice and Nahum Lainer School ,private,PK-8,624,4,5,Orcutt Union Elementary School District,571,0628710,00080304,"10400 Wilshire Boulevard, 
Los Angeles, CA  90024",Los Angeles,CA,34.065807,-118.429245,(310) 475-6401
8517,Calvary Lutheran Elementary School,private,PK-8,120,5,3,Ukiah Unified School District,373,0640300,00080348,"17200 Vía Magdalena, 
San Lorenzo, CA  94580",San Lorenzo,CA,37.675125,-122.127304,(510) 278-2598
8518,Lutheran High School La Verne,private,9-12,77,4,6,Live Oak Unified School District,909,0622050,00080359,"3960 Fruit Street, 
La Verne, CA  91750",La Verne,CA,34.115307,-117.760704,(909) 593-4494
8519,Lutheran High School Of Orange County,private,9-12,1330,4,6,Live Oak Unified School District,909,0622050,00080406,"2222 North Santiago Boulevard, 
Orange, CA  92867",Orange,CA,33.825317,-117.828545,(714) 998-5151
8520,All Saints' Day School,private,PK-8,170,4,8,Capistrano Unified School District,467,0607440,00080428,"8060 Carmel Valley Road, 
Carmel, CA  93923",Carmel,CA,36.53012,-121.8337,(831) 624-9171
8521,Saint Andrew's Episcopal School,private,PK-8,300,4,9,Carlsbad Unified School District,680,0607500,00080439,"13601 Saratoga Avenue, 
Saratoga, CA  95070",Saratoga,CA,37.271523,-122.01564,(408) 867-3785
8523,St. Paul's School,private,K-8,351,4,5,Sacramento City Unified School District,553,0633840,00080472,"6101 West Goshen Avenue, 
Visalia, CA  93291",Visalia,CA,36.34109,-119.35916,(559) 739-1619
8524,St. Patrick's Episcopal Day School,private,K-6,225,5,5,Sacramento City Unified School District,553,0633840,00080483,"1 Church Road, 
Thousand Oaks, CA  91362",Thousand Oaks,CA,34.201054,-118.84955,(805) 497-1416
8525,Gloria Dei Lutheran School,private,PK-8,15,3,2,Visalia Unified School District,992,0641160,00080494,"P.O. Box 246094, 
Sacramento, CA  95824",Sacramento,CA,38.51701,-121.45133,(916) 428-1127
8527,Red Hill Lutheran,private,PK-8,450,4,8,Tustin Unified School District,489,0640150,00080519,"13200 Red Hill Avenue, 
Tustin, CA  92780",Tustin,CA,33.74163,-117.80582,(714) 544-3132
8530,First Lutheran Christian School,private,K-8,358,5,9,Arcadia Unified School District,251,0602970,00080621,"18355 Roscoe Blvd, 
Northridge, CA  91325",Northridge,CA,34.221832,-118.534,(818) 885-1655
8532,Shepherd of the Valley Lutheran School,private,PK-6,90,5,3,Amador County Office Of Education School District,1082,0691001,00080643,"23838 Kittridge Street, 
Los Angeles, CA  91307",Los Angeles,CA,34.190487,-118.64646,(818) 347-6784
8533,Laurel Hall,private,K-8,296,4,4,San Mateo-Foster City School District,799,0634920,00080654,"11919 Oxnard Street, 
Los Angeles, CA  91606",Los Angeles,CA,34.18033,-118.392525,(818) 763-5434
8534,Ascension Lutheran,private,K-8,250,4,9,San Francisco Unified School District,717,0634410,00080665,"1600 East Hillcrest Drive, 
Thousand Oaks, CA  91362",Thousand Oaks,CA,34.18181,-118.85001,(805) 496-2419
8535,Salem Lutheran School,private,K-7,125,5,2,Los Angeles Unified School District,286,0622710,00080687,"1211 North Brand Boulevard, 
Glendale, CA  91202",Glendale,CA,34.164173,-118.25532,(818) 243-8264
8536,Trinity Christian School,private,K-8,187,4,6,Trinity Center Elementary School District,1006,0639750,00080698,"11507 Studebaker Road, 
Norwalk, CA  90650",Norwalk,CA,33.927513,-118.09997,(562) 864-3712
8537,Riviera Hall Lutheran,private,PK-8,234,5,3,Kelseyville Unified School District,329,0619320,00080712,"330 Palos Verdes Boulevard, 
Redondo Beach, CA  90277",Redondo Beach,CA,33.813927,-118.38604,(310) 375-5528
8540,Good Shepherd Lutheran,private,K-6,75,5,2,Perris Elementary School District,528,0630180,00080745,"6338 North Figueroa Street, 
Los Angeles, CA  90042",Los Angeles,CA,34.11658,-118.18272,(323) 255-2786
8541,St Timothys Episcopal School,private,PK-8,107,4,8,Newcastle Elementary School District,501,0627120,00080767,"312 South Oleander Avenue, 
Compton, CA  90220",Compton,CA,33.89339,-118.22803,(310) 638-6319
8542,The Thacher School,private,9-12,261,5,5,Cucamonga Elementary School District,602,0616300,00080814,"5025 Thacher Road, 
Ojai, CA  93023",Ojai,CA,34.46387,-119.18242,(805) 640-3201
8543,Besant Hill School Of Happy Valley,private,9-12,94,4,3,Simi Valley Unified School District,1025,0636840,00080825,"8585 Ojai Santa Paula Road, 
Ojai, CA  93023",Ojai,CA,34.43981,-119.18088,(805) 646-4343
8544,Valley Christian High School,private,9-12,581,5,4,Los Angeles Unified School District,286,0622710,00080836,"17700 Dumont Avenue, 
Cerritos, CA  90703",Cerritos,CA,33.870434,-118.10348,(562) 865-0281
8545,Town School For Boys,private,K-8,408,4,9,Torrance Unified School District,318,0639420,00080858,"2750 Jackson Street, 
San Francisco, CA  94115",San Francisco,CA,37.791977,-122.4399,(415) 921-3747
8546,Stevenson School,private,PK-12,500,4,10,Newhall School District,300,0627180,00080869,"3152 Forest Lake Road, 
Del Monte Forest, CA  93953",Del Monte Forest,CA,36.582443,-121.95101,(831) 625-8300
8547,Sacramento Country Day School,private,K-12,503,4,4,Sacramento City Unified School District,553,0633840,00080905,"2636 Latham Drive, 
Sacramento, CA  95864",Sacramento,CA,38.56968,-121.400276,(916) 481-8811
8548,Menlo School,private,6-12,795,4,6,Los Angeles Unified School District,286,0622710,00080916,"50 Valparaiso Avenue, 
Atherton, CA  94027",Atherton,CA,37.4534,-122.1897,(650) 330-2000
8549,Arcadia Montessori School,private,K-1,22,4,9,Arcadia Unified School District,251,0602970,00080927,"1406 South Santa Anita Avenue, 
Arcadia, CA  91006",Arcadia,CA,34.123886,-118.03051,(626) 447-3513
8550,Concordia Junior/Senior High School,private,7-12,144,4,7,Capistrano Unified School District,467,0607440,00080938,"13570 Eldridge Avenue, 
Los Angeles, CA  91342",Los Angeles,CA,34.31908,-118.42517,(818) 362-5861
8551,Cate School,private,9-12,280,4,2,Ceres Unified School District,876,0608130,00080949,"1960 Cate Mesa Road, 
Carpinteria, CA  93013",Carpinteria,CA,34.402714,-119.479836,(805) 684-4127
8552,The John Thomas Dye School,private,K-6,336,4,8,Moorpark Unified School District,1015,0625690,BB160112,"11414 Chalon Road, 
Los Angeles, CA  90049",Los Angeles,CA,34.087414,-118.46336,(310) 476-2811
8553,Army and Navy Academy,private,7-12,300,5,6,Pomona Unified School District,305,0631320,00080982,"2605 Carlsbad Boulevard, 
Carlsbad, CA  92008",Carlsbad,CA,33.162876,-117.35455,(760) 547-5278
8554,IvyCrest Montessori Private School,private,PK-6,350,4,6,Fallbrook Union High School District,687,0613530,00081002,"2025 East Chapman Avenue, 
Fullerton, CA  92831",Fullerton,CA,33.87463,-117.89505,(714) 879-6091
8559,Mother Lode Christian School,private,K-8,103,4,7,Manteca Unified School District,754,0623610,00081104,"18393 Gardner Avenue, 
Tuolumne, CA  95379",Tuolumne,CA,37.964073,-120.236244,(209) 928-4126
8561,King's Valley Christian School,private,PK-8,280,4,4,San Francisco Unified School District,717,0634410,00081181,"4255 Clayton Road, 
Concord, CA  94521",Concord,CA,37.96637,-121.99484,(925) 687-2020
8563,Westchester Lutheran School,private,K-8,282,4,3,Los Angeles Unified School District,286,0622710,00081206,"7831 S Sepulveda Blvd, 
Los Angeles, CA  90045",Los Angeles,CA,33.970573,-118.39543,(310) 670-5422
8564,Abiding Savior Lutheran School,private,K-8,269,4,9,Abc Unified School District,246,0601620,00081272,"23262 El Toro Road, 
Lake Forest, CA  92630",Lake Forest,CA,33.624626,-117.69472,(949) 830-1461
8565,Bais Yaakov School For Girls,private,9-12,20,4,8,Fresno Unified School District,99,0614550,00081294,"7353 Beverly Boulevard, 
Los Angeles, CA  90036",Los Angeles,CA,34.076424,-118.35018,(323) 938-3231
8567,Le Lycee Francais De Los Angeles,private,2-8,800,3,4,Le Grand Union High School District,412,0621270,00081341,"3261 Overland Avenue, 
Los Angeles, CA  90034",Los Angeles,CA,34.02764,-118.41403,(310) 836-3464
8570,"Seven Hills, The",private,K-8,399,5,6,Nevada City Elementary School District,456,0626820,00081421,"975 North San Carlos Drive, 
Walnut Creek, CA  94598",Walnut Creek,CA,37.922127,-122.04889,(925) 933-0666
8571,Berean Christian High School,private,9-12,418,4,4,Inglewood Unified School District,283,0618390,00081443,"245 El Divisadero Avenue, 
Walnut Creek, CA  94598",Walnut Creek,CA,37.913734,-122.0321,(925) 945-6464
8573,Brentwood School,private,K-12,996,4,2,Victor Elementary School District,622,0641040,00081476,"100 South Barrington Place, 
Los Angeles, CA  90049",Los Angeles,CA,34.06713,-118.46852,(310) 476-9633
8575,Victor Valley Christian Elementary School,private,K-12,338,4,5,Victor Valley Union High School District,623,0636972,00081512,"15260 Nisqualli Road, 
Victorville, CA  92395",Victorville,CA,34.485817,-117.33106,(760) 241-8827
8576,Challenge To Learning,private,7-12,80,2,4,Chaffey Joint Union High School District,598,0608160,00081523,"924 Balboa Street, 
San Francisco, CA  94118",San Francisco,CA,37.777,-122.4686,(415) 221-9200
8577,St. Matthew's Episcopal Day School,private,K-8,300,4,5,Sacramento City Unified School District,553,0633840,00081556,"16 Baldwin Avenue, 
San Mateo, CA  94401",San Mateo,CA,37.56559,-122.32693,(650) 274-0700
8578,"Gooden School, The",private,K-8,183,4,2,Perris Elementary School District,528,0630180,00081567,"192 North Baldwin Avenue, 
Sierra Madre, CA  91024",Sierra Madre,CA,34.16518,-118.05194,(626) 355-2410
8579,Trinity Lutheran School,private,K-8,74,4,5,Trinity Alps Unified School District,1206,0601331,00081589,"4783 West 130th Street, 
Hawthorne, CA  90250",Hawthorne,CA,33.91491,-118.361046,(310) 675-4493
